Tamaño;Comparaciones;Asignaciones;Tiempo
10000;25205041;50690105;71383500
20000;100154420;200298856;271289600
30000;225697313;451394642;604840300
40000;399762243;799534501;1110136500
50000;626172350;1252364716;1708802500
60000;902297095;1804624207;2711390700
70000;1224979289;2449998593;3370041800
80000;1600064363;3200178740;4234965500
90000;2022739720;4045539457;5387550300
100000;2493703795;4987477604;6691625800
