Tamaño;Comparaciones;Asignaciones;Tiempo
10000;25064025;50108052;72965200
20000;99678430;199346870;246065000
30000;225530192;451060396;644862000
40000;401167331;802344677;1089594000
50000;624695121;1249410255;1590309000
60000;894244040;1788518099;2270092800
70000;1228180386;2456400787;3119249800
80000;1602323365;3204696745;4133001300
90000;2025566274;4051192564;5228705000
100000;2502742991;5005555996;6437150400
