Tamaño;Comparaciones;Asignaciones;Tiempo
10000;24821236;49922490;67411900
20000;100698292;201386596;309486500
30000;226194015;452388048;614097200
40000;399214645;798439301;1133511000
50000;624948104;1249916221;1688442400
60000;896106128;1792242272;2599520000
70000;1222054592;2444149198;3261469800
80000;1603393384;3206836778;4273115800
90000;2024516446;4049092909;5496003500
100000;2496942909;4993955829;6761222700
